name,official_link,path,lyrics
Nhắn nhủ,https://youtu.be/vfKiaXKO44M?si=llDcXU9CZoRYFwHv,Nhắn_nhủ\official.mp3,"Đêm nay
Anh cố viết cho bài nhạc thêm hay
Khi anh cố đưa mình vào men say
Mong bóng tối thu gọn ở trên tay, no-oh
Đêm dần trôi
Như cái cách bài nhạc này thêm từng lời
Như cái cách hai ta gặp nhau mà thôi
Như cái cách khi em rời xa đời tôi
Và nếu sự thật là chẳng thể giữ sự thật thà và anh muốn đi tìm một nơi khác
Thì em hãy cho qua đi những đau đớn trong ta vì những kỉ niệm này thực sự hơi ác
Anh chỉ muốn em vui
Muốn em hạnh phúc bên ai
Muốn em cười
Muốn em đừng nghe tên anh đến tai
Anh chỉ muốn em vui
Muốn em thả trôi kí ức lên mây
Muốn em cười
Giống như ngày xưa khi em đến đây
Tình yêu chìm xuống bao lâu để rồi ngoi lên trên mặt đất
Từ ngày anh vội vã trao câu để rồi đau khi em làm mất
Bao năm tháng bên nhau chỉ để chuyện ta càng lúc thêm sâu
Anh chẳng thể nói nên câu nên để nhạc vang lên trong đêm thâu
Sự luyến tiếc vô tình kiến thiết thêm nhiều diễn biến cho mình yết kiến
Anh làm biếng viết những điều luyên thuyên như chạm bên tim theo dạng tiếp tuyến
Anh cần chuyên viên để có thể biết hết cách để thoát khỏi đây
Những điều quyến luyến có thể giết chết con người ta vậy đấy
Và nếu sự thật là chẳng thể giữ sự thật thà và anh muốn đi tìm một nơi khác
Thì em hãy cho qua đi những đau đớn trong ta vì những kỉ niệm này thực sự hơi ác
Anh chỉ muốn em vui
Muốn em hạnh phúc bên ai
Muốn em cười
Muốn em đừng nghe tên anh đến tai
Anh chỉ muốn em vui
Muốn em thả trôi kí ức lên mây
Muốn em cười
Giống như ngày xưa khi em đến đây
Nếu lòng em đau đớn tựa như ai đó thường hay nói
Thì nên nhớ rằng một chiếc lá rụng là chiếc lá được thay mới
Và hãy giữ những đớn đau lạc đàn khi điếu thuốc sẽ chấm vào gạt tàn
Dấu vết lúc mới yêu bạt ngàn, điều này quý giá đối với em hơn bạc vàng
Và nếu một mai em có gặp ai mang đến được niềm vui
Thì nên nhớ niềm đau em giữ càng lâu sẽ giúp mình êm xuôi
Vì ta không quen đớn đau quá nhiều lần
Ta không nên đớn đau khi chiều tàn
Anh chỉ muốn em vui
Muốn em hạnh phúc bên ai
Muốn em cười
Muốn em đừng nghe tên anh đến tai
Anh chỉ muốn em vui
Muốn em thả trôi kí ức lên mây
Muốn em cười
Giống như ngày xưa khi em đến đây, oh-oh-oh
Woah-oh-oh-oh-oh-oh-oh
No-oh-oh-oh-oh
Mm-mm"
Lửng lơ,https://youtu.be/HehotFZ8BGo?si=y792FkIuXInA4S3B,Lửng_lơ\official.mp3,"Ngày trôi dài hơn đêm
Đôi ta chỉ mong yên bình
Đừng theo làn mây trôi
Buông lơi niềm tin quá vội
Lưng chừng giữa bao hạnh phúc mới
Lửng lơ tình yêu cũ
Chạy theo ngàn đau thương
Con tim này đã héo mòn
Chẳng nguyên vẹn như xưa
Nước mắt giờ trôi theo vết mưa
Đốt sạch hết những tháng ngày đã có nhau
Giờ đã chết
Don't wanna be like that
Nhìn về phía trước my bae
Bao nhiêu yêu thương em thấy
Không sao cứ tìm mây với giông
Những phút lững lờ
Còn tim thẫn thờ
Sao em nỡ
Yêu ai yêu hết con tim đừng vì lí trí mà tìm
Tìm một hạt nắng mới tới bên em
Tháng năm đâu chờ
Mà sao em cứ mơ
Lửng lơ cùng với tình mình
Lửng lơ làm cháy lòng tình
Lửng lơ cùng với phút giây thiết tha chúng ta
Giờ đã chết
Lửng lơ rồi đứng một mình
Lửng lơ chẳng biết dành tình yêu cho ai
Và rồi em cứ mong chờ
Một ai đó ân cần tới bến
Lửng lơ rồi đứng một mình
Anh, uống nhiều một tý
Nhạc tình, viết như cuốn nhật kí
Em, ngã vào bầu trời mới lạ
Ê, đó là phản vật lý
Hắn, hứa hẹn em một chân trời
Em vội gật đầu như đứa trẻ vâng lời
Anh lửng lơ vẫn chờ và vẫn đợi
Tất cả những nơi mà ta đã từng tới
Chỉ là hắn đưa em, quyển sách chưa xem
Em vội thiêu đốt cả thư viện
Hắn chỉ cho em thấy được vài từ đồng nghĩa
Em đã vội vàng nghi ngờ cuốn từ điển
Sao em hôn môi anh ta bằng son môi anh trả?
Yêu và thương nhận lại dối và trá
Và em quay trở về khi mối tình ra đi trong vội vã
That what you tell me
Love is in the air imma take you high
I'll drive you crazy everynight our love is on fire
My love for you is blinded
I'll love you through all kisses
We'll just gonna be so fucking fine
Don't wanna be like that
Nhìn về phía trước my bae
Bao nhiêu yêu thương em thấy
Không sao cứ tìm mây với giông
Những phút lững lờ
Con tim thẫn thờ
Sao em nỡ
Yêu ai yêu hết con tim, đừng vì lí trí mà tìm
Tìm một hạt nắng mới tới bên em
Tháng năm đâu chờ
Mà sao em cứ mơ
Lửng lơ cùng với tình mình
Lửng lơ làm cháy lòng tình
Lửng lơ cùng với phút giây thiết tha chúng ta
Giờ đã chết
Lửng lơ rồi đứng một mình
Lửng lơ chẳng biết dành tình yêu cho ai
Và rồi em cứ mong chờ
Một ai đó ân cần tới bến
Lửng lơ rồi đứng một mình"
Kém duyên,https://youtu.be/cvoyUIIAdrY?si=aVKETO-1alMZ0v6M,Kém_duyên\official.mp3,"Một chiều mưa trong lòng anh thấm bao nỗi sầu
Dù không đau nhưng giờ anh vẫn nhớ
Ngày em đi chưa kịp ôm cái ôm giã từ
Lệ hoen mi phận hồng nhan kém duyên
Em đi ngang đời anh như gió mây qua trời
Đưa đôi tay nhưng không thể với lấy
Vậy đành thôi nhìn theo người đi
Khi đã xa mất rồi
Chỉ còn anh với những mộng mơ lặng thinh
Giờ lòng mang theo những vấn vương
Lúc gần kề đầy nhớ thương
Không thể nói ra để rồi nhớ nhau
Lòng này thấu mấy phần
Uống nhầm ánh mắt say cả đời
Dù tình có ở phương trời
Biết sẽ không chạm được đến đâu
Đành phải mất nhau
Giờ lòng mang theo những vấn vương
Lòng này thấu mấy phần
Uống nhầm ánh mắt say cả đời
Biết sẽ không chạm được đến đâu
Giờ lòng mang theo những vấn vương vấn vấn vương vương
Vấn vấn vương vương
Anh vẫn cứ đứng đợi một mình
Dù rằng sẽ chẳng thể đến gần
Bởi vì em mong manh lắm tựa nhành hồng
Đợi vòng tay nhưng tại sao lỡ duyên
Em đi ngang đời anh như gió mây qua trời
Đưa đôi tay nhưng không thể với lấy
Vậy đành thôi nhìn theo người đi
Khi đã xa mất rồi
Chỉ còn anh với những mộng mơ lặng thinh
Giờ lòng mang theo những vấn vương
Lúc gần kề đầy nhớ thương
Không thể nói ra để rồi nhớ nhau
Lòng này thấu mấy phần
Uống nhầm ánh mắt say cả đời
Dù tình có ở phương trời
Sẽ không chạm được đến đâu
Đành phải mất nhau
Giờ lòng mang theo những vấn vương
Lúc gần kề đầy nhớ thương
Không thể nói ra để rồi nhớ nhau
Lòng này thấu mấy phần
Uống nhầm ánh mắt say cả đời
Dù tình có ở phương trời
Biết sẽ không chạm được đến đâu
Đành phải mất nhau
Giờ lòng mang theo những vấn vấn vấn vương
Lòng này thấu mấy phần
Uống nhầm ánh mắt say cả cả cả đời ah
Giờ lòng mang theo những vấn vương vấn vấn vương vương
Lòng này thấu mấy phần
Uống nhầm ánh mắt say cả cả
Biết sẽ không chạm được đến đâu
Giờ này em đã bên ai
Tình nồng ấm ngôi nhà nhỏ xinh
Này chỉ là mơ những giấc mơ
Tìm hạnh phúc xa vời người ơi"
Say em,https://youtu.be/u-7Y8hqgb30?si=rKbhg9KN8tBeS_tF,Say_em\official.mp3,"Trong phòng thu anh bật beat và rap cả ngày (uhm)
Chai rượu vang chỉ cần tu 1 hơi là say
Trong lòng vu vơ chỉ nghĩ về em và mây
Cai rượu vang vì chỉ cần xem hình em là say
Trong stu anh vẫn viết bằng đôi bàn tay này
Không tình yêu thì bài nhạc của anh sẽ chán ngay
Không hợp gu của em thì anh cần xem lại
Nếu cứ khó như thế thì làm sao anh tán đây
Em lại không quên up hình Instagram
Bên cạnh em thêm ly trà xanh nha đam
Viết cái cap ngắn gọn không lan man
Em nói em rất hiền, em không tham lam
Tim tăng lên 5000 sau hai giờ
Follow em chắc toàn những gã trai tơ
Theo sau em đến cùng nhưng đâu ai ngờ
Em lại không hứng thú với những gã trai mơ
Uh trên tay em đeo toàn hột xoàn
Uh đưa em đi ăn phải nhà hàng
Uh khuyên tai em đeo phải là vàng (24k)
Son trên môi em phải là hàng (real)
Anh thì lại không có những thứ đó
Chỉ có bộ máy tính và một chú chó
Kèm theo một đống demo anh vứt xó
Và hàng ngày vẫn phải dọn
Trong phòng thu anh bật beat và rap cả ngày
Chai rượu vang chỉ cần tu một hơi là say
Trong lòng vu vơ chỉ nghĩ về em và mây
Cai rượu vang vì chỉ cần xem hình em là say
Trong stu a vẫn viết bằng đôi bàn tay này
Không tình yêu thì bài nhạc của anh sẽ chán ngay
Không hợp gu của em thì anh cần xem lại
Nếu cứ khó như thế thì làm sao anh tán đây
Đặt một chỗ nhà hàng sang trọng tại trung tâm quận nhất
Ngồi vào chỗ và rồi mơ mộng về một tình yêu đậm chất
Cuộc gặp gỡ lần đầu quan trọng, mình phải trông thật chất
Nhưng bộ quần áo mà mình đang mặc, nàng bảo không thuận mắt
Trên môi em thì tô lên thanh son Tom Ford
Trên vai anh thì bay ra hương thơm Comfort
Đưa em đi chơi phải xe Raptor Ford
Nhưng nay anh sang đây bằng đôi chân âu lo
Anh thì đi cầy từ sáng cho đến tối
Chẳng có lúc nào nghỉ mà rảnh chơi
Em thì đi quẩy từ tối cho đến sáng
Em phải như vậy để cho đầu thảnh thơi?
Anh không làm thì thân anh ai nuôi?
Anh đi làm từ năm anh hai mươi
Em không cần làm vì thân em trai nuôi
Em chỉ cần chọn đêm nay em bên ai thôi
Anh không làm thì thân anh ai nuôi?
Anh đi làm từ năm anh hai mươi
Em không cần làm vì thân em trai nuôi
Em chỉ cần chọn đêm nay em bên ai thôi
Baby, baby (Ai gọi em kìa)
Daddy, daddy (Đang gọi em đi)
Check đi, check đi (Em còn lo gì?)
Next đi, next đi (Em còn lo chi?)
Em cứ việc rời đi thoải mái không cần lo chi
Em với người tình đang ân ái trên story
Em khiến cuộc đời anh ngang trái, suy lại thêm suy
Vì em chỉ muốn nhận lại mà không phải cho đi
Em chỉ muốn nhận lại, không phải cho đi
Em chỉ muốn nhận lại mà không phải cho đi"
6262,https://youtu.be/2nFfVsSy0JU?si=w-tgiwDclK_sWGUk,6262\official.mp3,"mua Mercedes
mua thêm trăm cây vàng
Visa Châu Âu
show to chia trăm hàng
2024
mua số 36
nối đuôi 97
6262
mua Mercedes
mua thêm trăm cây vàng
Visa Châu Âu
show to chia trăm hàng
2024
mua số 36
nối đuôi 97
6262
Low G doanh nhân
Low G trên du thuyền
phang con 2 cơ
Low G lên thu tiền
bar sinh ra flow
flow sinh ra lãi
5 giây freestyle
kim cương đầy nguyên nhà ay
đương kim nhà vô địch ay
doanh nhân của năm này ay
Low G là minh tinh hạng siêu sao đẹp trai này ay
Jager Meister, nâng và nâng và nâng, nâng cả ngày
đi lên sân bay, ưu tiên tao đường riêng, nguyên 1 quầy
pizza phòng thương gia, thẻ Platinum màu đen huyền
đi spa ở Paris, mở va li, xem tiền
2021, tao chơi nhạc láo
2024, hotel 5 sao
mua Mercedes
mua thêm trăm cây vàng
Visa Châu Âu
show to chia trăm hàng
2024
mua số 36
nối đuôi 97
6262
show tây hay là show ta mà gặp Low G cũng thành thiên đường
Praha hay là Berlin đều sold out, nó là điên cuồng
poster mặt Low G mọi nơi từ Canada cho đến quán phở bên đường
hãng game đổ xô đi đặt tao, vì Low G luôn làm doanh thu họ phi thường
thế thì làm sao mà mày lên được?
quá là đỉnh cao để mày lên được
quá là rủi ro khi mày non, nhạc vô duyên, đòi mang sự nghiệp lên cược
shopping quẹt nhanh thẻ đen
đầu bếp thuê tại gia, rượu vang, toàn men
tiệc to, của tao, mở xuyên 2h đêm
mày ngu, mày out, nghiệp dư tao không quen
vô lăng C300 sau 3 năm tao lên trend
trên tay Audemars xong tay kia kim cương đen
fan lên cơn điên, chen lên show xem
ghệ mày nằm sấp xong nấc khi vừa quen
on god, I’m killin’ this shit
new cash, I’m feeling this bitch
không chơi bọn trẻ con non, gửi bọn lom dom 1 câu: ra khỏi nhà tao
on god, I’m killin’ this shit
new cash, I’m feeling this bitch
mua Mercedes
mua thêm trăm cây vàng
Visa Châu Âu
show to chia trăm hàng
2024
mua số 36
nối đuôi 97
6262
mua Mercedes
mua thêm trăm cây vàng
Visa Châu Âu
show to chia trăm hàng
2024
mua số 36
nối đuôi 97
6262"
Liệu giờ,https://youtu.be/ss3NJ7uopjc?si=DtjetAJOtL8Zf6mz,Liệu_giờ\official.mp3,"Có mấy khi nghẹn ngào lặng lẽ với biết bao cồn cào
Thu mình trong căn phòng tối
Ta chẳng muốn quan tâm điều gì và chỉ muốn nghe mưa thầm thì
Bao nhiêu suy tư dần lớn thêm
Vô tình gặp gỡ rồi mang theo nhiều mộng mơ
Để đôi tim kia cứ thế mong chờ
Ai ngờ gần nhau không bao lâu mà đậm sâu
Giờ xa nhau mới thấy lòng mình đau
Liệu những ân tình ngày đó đó có phai tàn nhanh như hoa quỳnh
Thì đôi mi ai kia có vui không
Liệu ánh dương còn rực rỡ rỡ lỡ khi gặp nhau giữa phố đông
Nhìn nhau ta có cười không
Giờ những kỷ niệm đổi lấy lấy bấy nhiêu thời gian mới lấp đầy
Nơi con tim ai kia có ổn không
Giờ phép màu nào có thể thể để ta vẹn nguyên như trước kia
Thì giờ cả hai có ai buồn không
Tình ta như một đoá quỳnh khoá mình đành phải nhắm mắt bước qua nhau (qua nhau)
Gần bao lâu mà đậm sâu thầm đau miệng cười giờ chẳng nói ra câu (ra câu)
Vì ta như ánh mặt trời đi rồi về khác lối
Vô tình thôi mà sao để lại nhiều rắc rối
Như ngày đến rồi đêm đi để lại sương mai
Tim không lối ra vào mà sao giờ vương ai này
Nếu như ta chỉ lướt qua liệu yêu thương có lọt vào
Nếu chén rượu chẳng đắng cay liệu tình ta có ngọt ngào
Giờ thời gian cho ta thêm kỷ niệm
Để kỷ niệm ngày đó bên ta theo thời gian
Phá vỡ được quy tắc thì ta quên nhau thật dễ dàng
Thì có nỗi buồn nào để mang sợ gì chuyện tình mình dở dang
Phá vỡ được quy tắc thì ta quên nhau thật dễ dàng
Thì có nỗi buồn nào để mang sợ gì chuyện tình mình dở dang
Liệu giờ nước mắt đó có đổi lấy được thời gian
Liệu giờ những nhớ thương ta mang còn vấn vương bao lâu
Ngày thế cứ thế cứ thế ta chìm sâu
Liệu giờ giờ ai có hay không
Liệu những ân tình ngày đó đó có phai tàn nhanh như hoa quỳnh
Thì đôi mi ai kia có vui không
Liệu ánh dương còn rực rỡ rỡ lỡ khi gặp nhau giữa phố đông
Nhìn nhau ta có cười không
Giờ những kỷ niệm đổi lấy lấy bấy nhiêu thời gian mới lấp đầy
Nơi con tim ai kia có ổn không
Giờ phép màu nào có thể thể để ta vẹn nguyên như trước kia
Thì giờ cả hai có ai buồn không
Những ngày đó đó có phai tàn nhanh như hoa quỳnh
Thì đôi mi ai kia có vui không
Liệu ánh dương còn rực rỡ rỡ lỡ khi gặp nhau giữa phố đông
Nhìn nhau ta có cười không"
Có lẽ quá khó để quên một người,https://youtu.be/Z_JELpnjKB4?si=eWgIOkoJufdKMovQ,Có_lẽ_quá_khó_để_quên_một_người\official.mp3,
PICKLEBALL,https://youtu.be/IzSYlr3VI1A?si=tiR2a0hMNRHbkUCd,PICKLEBALL\official.mp3,"Anh hẹn em Pickleball
Ta vờn nhau Pickleball
Tay vợt bên dưới hông anh đập banh đập banh đến em mạnh vào
Ta chỉ chơi Pickleball
Không nên vượt mức Pickleball
Đưa vợt anh tiếp banh high and low từ thấp đến trên cao
Ta chỉ gặp chơi Pickleball
Chơi bao nhiêu nhưng em nhắc anh (anh)
Em không dễ dàng
Không nên tia em tia trái banh (trái banh)
Thua game rời em
Không được lơ là đưa chân quá gần (quá gần)
Hãy kiềm chế nào
Thua mà năm lần em sẽ nằm trên anh
Ý anh là điểm mà
Thế nào là hơn thua
Thế nào là mình ganh đua
Em focus vào tâm trí anh chưa (yeah ah)
Vừa thắng liền tham lam
Lùi chút chút lùi về sau không chạm (touch tonight)
Lùi xuống sâu vào
Anh hẹn em Pickleball
Ta vờn nhau Pickleball
Tay vợt bên dưới hông anh đập banh đập banh đến em mạnh vào
Ta chỉ chơi Pickleball
Không nên vượt mức Pickleball
Đưa vợt anh tiếp banh high and low từ thấp đến trên cao
Ta chỉ gặp chơi Pick Pick Pick
Pick it up, pick it up, pick it up your ball
Aim at me now
Take that smack that holla back at me
You came for it
Let me hit you back bang bang bang bang bang bang bang
It sounds really bad
Better look up or I will catch up and sheesh
Thế nào là hơn thua
Thế nào là mình ganh đua
Em focus vào tâm trí anh chưa (oh yeah)
Vừa thắng liền tham lam
Lùi chút chút lùi về sau không chạm (touch tonight)
Lùi xuống sâu vào
Anh hẹn em Pickleball
Ta vờn nhau Pickleball
Tay vợt bên dưới hông anh đập banh đập banh đến em mạnh vào
Ta chỉ chơi Pickleball
Không nên vượt mức Pickleball
Đưa vợt anh tiếp banh high and low từ thấp đến trên cao
Ta chỉ gặp chơi Pickleball (don't cross the line)
Xong đi về (down the line)
Ta chỉ được chơi Pickleball (don't cross the line)
Chơi xong về (down the line)
Ta chỉ gặp chơi Pickleball (don't cross the line)
Xong đi về (down the line)
Ta chỉ được chơi Pickleball (don't cross the line)
Chơi xong về
Ta chỉ gặp chơi Pickleball
Ta chỉ gặp chơi Pickleball
Chơi xong về (chơi xong về)"
Em không,https://youtu.be/CufIAJDVZvo?si=gbkOTweFXQ6MNP00,Em_không\official.mp3,"One, two, three, yah
Dường như em đã quên khi anh chẳng ghé qua (anh chẳng ghé qua)
Cùng thật nhiều lý do nhưng anh chọn nói ra (anh chọn nói ra)
Rằng anh không còn niềm tin vào tình yêu dù cho em đang bên cạnh
Người đàn ông mà em yêu dù giông bão em vẫn đứng ngay bên cạnh
Nếu em biết rằng mai sau
Ta chẳng bên nhau, có gì để mất?
Và nếu em không để ai đau
Vậy thì ai lau hai dòng nước mắt?
Vì em không là gió, em không là mưa
Em không là giọt nắng ban trưa đọng trên mái nhà
Em không là đất, em không là cây
Em sẽ không ở mãi nơi đây đợi anh mỗi ngày
Dường như anh đã quen với những ngày có em (những ngày có em)
Chẳng cần đi hái sao nhưng anh lại có em (anh lại có em)
Người mà anh thầm mong ước vì em cần anh trước
Em vẫn vậy
Chỉ là anh chẳng nhìn thấy mình may mắn đến biết mấy
Anh vẫn vậy
Nếu em biết rằng mai sau
Ta chẳng bên nhau, có gì để mất? (Có gì để mất)
Và nếu em không để ai đau
Vậy thì ai lau hai dòng nước mắt?
Em không là gió, em không là mưa
Em không là giọt nắng ban trưa đọng trên mái nhà
Em không là đất, em không là cây
Em sẽ không ở mãi nơi đây đợi anh mỗi ngày
Eh heh
Em không là gió, em có thể rơi
Khi em chạm mặt đất chơi vơi, mình anh đứng nhìn
Em không trẻ mãi, không có thời gian
Không mong cầu một chút yêu thương từ anh nữa
Nếu em biết rằng mai sau
Ta chẳng bên nhau, có gì để mất?
Và nếu em không để ai đau
Vậy thì ai lau hai dòng nước mắt?
Em không là gió, em không là mưa
Em không là giọt nắng ban trưa đọng trên mái nhà
Em không là đất, em không là cây
Em sẽ không ở mãi nơi đây đợi anh mỗi ngày
Nếu em biết rằng mai sau
Ta chẳng bên nhau, có gì để mất?
Nếu em không để ai đau
Vậy thì ai lau hai dòng nước mắt?
Nếu em biết rằng mai sau
Ta chẳng bên nhau, có gì để mất?
Nếu em không để ai đau
Vậy thì ai lau hai dòng nước mắt?"
Đại lộ mặt trời,https://youtu.be/lMKfZwnHzig?si=iAVx_fFuFyZewMZ4,Đại_lộ_mặt_trời\official.mp3,"Đại lộ mặt trời, một ngày chẳng còn mây kéo về
Nhìn lại từ đầu, và mình vùi sâu trong cơn ngủ mê
Muốn cho thời gian trôi thật mau để quên đi
Ta nhớ thêm để làm gì?
Vì đường còn dài, mình chờ một ngày mai thức dậy
Chẳng còn mệt nhoài, và nụ cười em yêu vẫn còn đây
Ước mơ ngày xanh chưa thành câu chuyện về nhau
Mãi đứng yên ở đằng sau
Đoạn đường ngày nào mình đi qua giờ đã hóa những cơn mưa buốt giá
Rơi xuống nơi khóe mắt ai sau một đêm thật dài
Anh đã đánh mất ánh dương vào một ngày đẹp tươi đến thế
Đã cố níu giữ nhưng không tìm lại được vòng tay này ấm êm
Cơn bão kéo qua đây vào một ngày
Cuốn đi cuộc tình này, để ta đứng nơi ấy bơ vơ
Anh đã đánh mất khúc ca chờ ngày được hòa cùng ánh sáng
Xin lỗi vì đã đánh rơi nụ cười thật hiền này thật dễ dàng
Nếu có thể quay lại từ đầu, có kịp giữ lấy nhau khi màn đêm buông dần?
Cho anh vẫn nhìn thấy em thật gần
Đại lộ mặt trời từ ngày mình xa nhau vẫn vậy
Từng ngày tuyệt vời, ngày mình còn vui sao chẳng còn thấy
Vẫn những vòng quay, sao giờ đây chỉ mình anh
Cố phóng xe đi thật nhanh
Đoạn đường ngày nào mình đi qua giờ đã hóa những cơn mưa buốt giá
Ta đứng giữa những ngã tư nơi thời gian ngừng lại
Anh đã đánh mất ánh dương vào một ngày đẹp tươi đến thế
Đã cố níu giữ nhưng không tìm lại được vòng tay này ấm êm
Cơn bão kéo qua đây vào một ngày
Cuốn đi cuộc tình này, để ta đứng nơi ấy bơ vơ
Anh đã đánh mất khúc ca chờ ngày được hòa cùng ánh sáng
Xin lỗi vì đã đánh rơi nụ cười thật hiền này thật dễ dàng
Nếu có thể quay lại từ đầu, có kịp giữ lấy nhau khi màn đêm buông dần?
Cho anh vẫn nhìn thấy em thật gần
Anh đã đánh mất ánh dương vào một ngày đẹp tươi đến thế
Đã cố níu giữ nhưng không tìm lại được vòng tay này ấm êm
Cơn bão kéo qua đây vào một ngày
Cuốn đi cuộc tình này, để ta đứng nơi ấy bơ vơ
Anh đã đánh mất khúc ca chờ ngày được hòa cùng ánh sáng
Xin lỗi vì đã đánh rơi nụ cười thật hiền này thật dễ dàng
Nếu có thể quay lại từ đầu, có kịp giữ lấy nhau khi màn đêm buông dần?
Cho anh vẫn nhìn thấy em thật gần
Và anh đã đánh mất
Đã đánh mất em hôm nay
Hoh-ooh-woah-ooh-woah"
Khi cơn mơ dần phai,https://youtu.be/ZW1YuceEQDE?si=7sIAmLx3czWexGXf,Khi_cơn_mơ_dần_phai\official.mp3,"Mọi đau đớn người tự vượt qua thôi
Vì giờ đây hai ta chẳng thể đến bên nhau
Ở phía trước từng đoạn đường anh đi
Rồi sẽ có ai thay em nắm tay anh
Bên em là quãng đời hạnh phúc nhất (hạnh phúc nhất)
Chung giấc mơ, chung đôi ta, chung giường (chung giường)
Nhưng cơn mơ nào cũng phải thức giấc
Ta vẫn tiến về trước nhưng không chung một cung đường
Ta của quá khứ sẽ ghét ta của hiện tại
Đau thương, yêu dấu đều giấu kín ở đáy sâu
Bao câu hẹn ước giờ chỉ còn trong điện thoại
Nhưng nếu ngày bên nhau lặp lại, anh cũng sẽ chẳng thay đổi nó đâu
Em dạy anh biết cách yêu bản thân mình
Dạy anh tự tha thứ cho lỗi lầm ngày xưa gây (yeah)
Dạy anh thật lòng với từng cung bậc cảm xúc
Và dạy anh cách thẳng thắn để nói ra lời chia tay (yeah)
Vậy nên cứ mỉm cười vì tương lai chúng ta sẽ còn tốt hơn (tốt hơn)
Mọi thứ sẽ ổn thôi trên con đường mình tới (mình tới)
Hạnh phúc nhất là không còn nhau ở trong tay
Nhưng vẫn giữ ở trong tim, đặt bước trên hành trình mới
Mọi đau đớn người tự vượt qua thôi (vượt qua thôi)
Vì giờ đây hai ta chẳng thể đến bên nhau (chẳng thể đến bên nhau)
Ở phía trước từng đoạn đường anh đi (đoạn đường anh đi)
Rồi sẽ có ai thay em nắm tay anh
Khi cơn mơ kia dần pha-a-a-a-ai
Ta đâu bên nhau ngày ma-a-a-a-ai
Khi cơn mơ kia dần pha-a-a-a-ai
Anh vẫn sẽ phải alright-ight-ight-ight-ight
(Khi cơn mơ dần phai hứa với anh rằng hai chúng ta sẽ alright)
Chúng ta giờ chỉ còn là hình bóng
Hai đứa trẻ tự rời khỏi nơi mình sống
Đôi tay mơ xây dựng gia đình nhỏ
Giờ lặng buông nhau rời bỏ, cánh cửa tim tự mình đóng
Từng ước cùng bước lên mọi sân khấu cùng nhau
Kỷ niệm ngày đó nghĩ lại chỉ thêm thương tổn
Khi giờ ở trên sân khấu lớn nhất đời anh thiếu vắng bóng hình em
Nhưng anh muốn nói là, ""Dương ổn""
Mong em trở thành người phụ nữ độc lập, vui vẻ, không giận dữ
Và luôn được thoải mái với cảm xúc của chính mình
Đương nhiên anh cũng sẽ phải cố gắng thật thành công
Để có thể trở thành người đàn ông quyết đoán nhiều hơn ngay cả ở trong phần tính tình
Mong sau này gặp lại ta sẽ có thể nói lời cảm ơn (cảm ơn)
Vì tháng ngày sưởi ấm con tim nhau qua đêm lạnh (đêm lạnh)
Cảm ơn em vì cho anh biết tình yêu là buông bỏ
Biết rằng mình vẫn sẽ tốt khi không còn ai ở bên cạnh (bên cạnh)
Dù cho em không thể bước tiếp bên anh (anh không thể bước tiếp bên em, baby)
Mong rằng người đừng quá đau buồn (đừng quá đau buồn)
Rồi sẽ có ai kia (có ai kia), cùng anh tới sẻ chia (cùng em sẻ chia)
Và lấy đi hết bao nước mắt trong tim
Còn lại mọi đau đớn người tự vượt qua thôi (vượt qua thôi)
Vì giờ đây hai ta chẳng thể đến bên nhau (chẳng thể đến bên nhau)
Ở phía trước từng đoạn đường anh đi (đoạn đường anh đi)
Rồi sẽ có ai thay em nắm tay anh
Three, two, one, let's go!
Khi cơn mơ kia dần pha-a-a-a-ai
Ta đâu bên nhau ngày ma-a-a-a-ai
Khi cơn mơ kia dần pha-a-a-a-ai (phai, cơn mơ phai)
Anh vẫn sẽ phải alright-ight-ight-ight-ight
Khi cơn mơ kia dần pha-a-a-a-ai (khi cơn mơ dần phai và mọi thứ sẽ tới bên nhau ngày mai)
Ta đâu bên nhau ngày ma-a-a-a-ai (khi cơn mơ dần phai hứa với anh rằng hai chúng ta sẽ alright)
Khi cơn mơ kia dần pha-a-a-a-ai (khi cơn mơ dần phai và mọi thứ sẽ tốt đẹp hơn vào ngày mai)
Anh vẫn sẽ phải alright-ight-ight-ight (khi cơn mơ dần phai hứa với anh rằng hai chúng ta sẽ alright)
Mọi đau đớn người tự vượt qua thôi
Vì giờ đây hai ta chẳng thể đến bên nhau
Ở phía trước từng đoạn đường em đi
Rồi sẽ có ai thay anh nắm tay em"
